id,Composer,Title,Publisher,Comment,OCLC,Classification
100,"Kreisler, Fritz, 1875-1962.","Quartet, A minor :two violins, viola, cello","Charles Foley, New York City, 1921.", Four parts in paper sleeve. Some bowmarkings. Good condition.,608351,K7 4tet A-min
652,"Kreisler, Fritz, 1875-1962.","Quartett, 2 Violinen, Viola und Violoncello, A moll","B. Schott's Sohne, Mainz, .", 50 pages of music. Fair condition. Cover is aged and glue is releasing from the binding.,67170901,K7 4tet A-min S36
417,"Kreisler, Fritz, 1875-1962.",Schön Rosmarin :for violin and piano ,"Charles Foley, Inc., New York, .", Score and part in paper sleeve. Excellent condition. No bowmarkings.,27690025,K7 2tet Scho
413,"Kreisler, Fritz, 1875-1962.",Tempo di minuetto :for violin and piano ,"Charles Foley, New York, .", Score and part in paper sleeve. Excellent condition. No bowmarkings. Caption title: Tempo di minuetto (In the style of Pugnani).,22744176,K7 2tet Temp
576,"Kreisler, Fritz, 1875-1962.",Variations on a theme of Corelli :for violin and piano ,"Charles Foley, New York, .", Score and part in sleeve. Very good condition. Some minor notations in the score. Fritz Kreisler ; [in the style of] Giuseppe Tartini.,5995049,K7 2tet VAR
495,"Krenek, Ernst, 1900-1991.",Capriccio für Violoncello und Orchester ,"B. Schott's Söhne, Mainz, .", Score and part. Excellent condition. No bowmarkings. Klavierauszug.,17706116,K74 ENS CAPR
1015,"Kreutzer, Conradin, 1780-1849.",Das Tote Fagott ,", , ."," Photocopies of score only. No originals.  Parts appear not to be a published edition. For voice, bassoon and piano.",,K748 3tet Tote
382,"Kreutzer, Rodolphe, 1766-1831.","22 studies, for cello solo ","International Music Company, New York City, .", 35 pages of music. Very good condition. [transcribed by] Dehn-Huellweck.,2279305,TECH K7488 Twen
266,"Kreutzer, Rodolphe, 1766-1831.",42 studi per violoncello. ,"G. Zanibon, Padova, ."," 30 page book. (Volume III only) Aged condition. Paper is very yellowed at edges. Originally for violin; transcribed and edited for violoncello by Luigi Silva. Stamp on cover: ""Sole Agents, C. F. Peters Corporation, 373 Fourth Ave., New York 16, N. Y., Catalogue No. 23 3177.""",20911747,TECH K7488 Four vol. 3
274,"Kreutzer, Rodolphe, 1766-1831.",42 studi per violoncello. ,"G. Zanibon, Padova, ."," Volume II of III. 26 page book. Aged condition. Yellowing at page edges. Stains from prior tape. Stamped on cover: ""Sole Agents, C. F. Peters Corporation, 373n Fourth Avel, New York 16, N. Y., Catalogue No. ZA 3176.""",20911747,TECH K7488 Four vol. 2
392,"Kreutzer, Rodolphe, 1766-1831.","42 studi per violoncello. Parte prima, Fascicolo 1 (1-13) ","G. Zanibon, Padova, .", 23 pages of music. Aged condition. Paper is yellowing and separating at the binding. Originally for violin; transcribed and edited for violoncello by Luigi Silva.,464120632,TECH K7488 Four vol. 1
1122,"Kulesha, Gary, 1954-.",Piano quartet,"Gary Kulesha, Toronto, ."," Print out of 98 page score. No parts. No originals.  Possibly from composer? ""Toronto, Sept 1, 2011 to May 25, 2012"" - notation on last page of score.",,K8 4tet
390,"Kummer, Friedrich August, 1797-1879.",Huit Grandes Etudes; pour violoncelle; Op. 44 ,"Costallat & Cie, Paris, .", Two cello parts in paper sleeve. Aged condition. Paper is yellowed and tearing at the folds. Cover shows tearing at the edges. Nouvelle edition revue et doigtee par J. Loeb,,TECH K86 op. 44
1066,"Lalo, Edouard, 1823-1892.","3e. [i.e. Troisième] trio (en la mineur) : pour piano, violon et violoncelle, op. 26 ","A. Durand & Fils, Paris, .", Photocopies of score and parts are stored in a file folder / USPS mailing envelope. No originals.,2869257,L3 3tet op. 26
1151,"Lalo, Edouard, 1823-1892.",Concerto in D minor for cello and piano ,"International Music Company, New York City, .", Score and part in paper sleeve. Worn condition. Cover separated from score. Cello part is heavily worn and bowmarked. Paper sleeve is worn and taped at the crease. Lalo ; [edited by] Leonard Rose.,1016902,L3 2tet CON D-min
478,"Lalo, Edouard, 1823-1892.",Concerto in D minor for cello and piano ,"International Music Company, New York City, ."," Score and part. Score in excellent condition. Cello part is in fair condition, with some heavy bowmarkings on first few pages. [edited by] Leonard Rose.",1016902,L3 2tet CON D-min
1009,"Lalo, Edouard, 1823-1892.","Trio en ut mineur pour piano, violon et violoncelle, op. 7","Costallat, Paris, ."," Photocopies of score and parts are stored in file folder. No originals. Piano score is spiral bound with a black cover. Violin part is missing, but a violin part for this piece (not from this publisher) is filed with this item.",17283755,L3 3tet op. 7
1058,"Larsen, Libby.","Four on the floor : for violin, violoncello, contrabass, and piano ","Oxford University Press, New York, .", Photocopies of score and parts are stored in a file folder. No originals. Violin and contrabass parts are missing. Includes analytical notes and biographical sketch of composer.,40414535,L37 4tet Four
1128,"Larsen, Libby.","Slang : violin, clarinet, piano ","Oxford University Press, , .", Photocopy of violin part only. No score or clarinet part. No originals.,41042669,L37 3tet Slan
140,"Lee, Ilse-Mari.",Sonatina for violoncello and piano,", Bozeman, 2003."," Score and one part. Very good condition, spiral bound with clear plastic cover. ""This composition of this work was made possible by a Montana State University Scholarship and Creativity Grant, Bozeman, 2003."" ""For Elizabeth Marie Lee.""",,L4 2tet SONA
605,"Lee, Ilse-Mari.","The suite Denny :for two celli ; composed in celebration of the 60th birthday of my husband F. Denam Lee, April 27, 1998 ",", , ."," Score and two parts (cello I and cello II). Spiral bound with green covers. Good condition. No bowmarkings. Some folding of parts from storage. Premiered on May 2, 1998 by Michael Reynolds and Ilse-Mari Lee./ Includes descriptions of the movements.",864719176,L4 2tet SUI
606,"Lee, Ilse-Mari.",Umzimkulu:for cello orchestra ,", , ."," Four cello parts; score is missing. Spiral bound with yellow covers. Good condition. No bowmarkings. For cello orchestra./ Composed for the Montana State University Cello Ensemble, Bozeman, Montana, January 17, 1999./ Program notes and biographical notes on the composer, cover verso./ Includes South African national anthem, ""Nkosi sikelele [i.e., sikelel'] Afrika"" in the middle section./ Dedicated to the students of Ilse-Mari Lee and premiered by the Montana State University Cello Ensemble February, 1999.",879335697,L4 ENS Umzi
35,"Lee, Sebastian, 1805-1887.",,"International Music Company, New York City, ."," Excellent condition, no bow markings.",65528606,L44 2tet op. 60
389,"Lee, Sebastian, 1805-1887.","First steps in violoncello playing, op. 101. With 2nd cello, ad. lib","Galaxy Music Corporation, New York, ."," 31 pages. Good condition, no bowmarkings. Rev. & edited by L. Lebell.",17950162,TECH L44 Firs op. 101
396,"Lee, Sebastian, 1805-1887.",Forty melodic and progressive études :for violoncello : op. 31 ,"G. Schirmer, , .", 23 pages of music. Book I of II only. Good aged condition. Some yellowing of paper. Edited and fingered by Leo Schulz. Bk. 1 includes biographical sketch of the composer by Richard Aldrich.,2890035,TECH L44 Four op. 31 vol. 1
397,"Lee, Sebastian, 1805-1887.",Forty melodic and progressive études :for violoncello : op. 31 ,"G. Schirmer, , .", 23 pages of music. Book II of II only. Good aged condition. Some yellowing of paper. Edited and fingered by Leo Schulz.,2890035,TECH L44 Four op. 31 vol. 2
802,"Lewin, Gordon.",Three Latin-American impressions : for flute and B♭ clarinet ,"Boosey & Hawkes, London, .", 8 page score. Used condition. Score is almost completely torn at the crease.  Top right corner of score cover is cut away.,8011579,L49 2tet Thre
566,"Liszt, Franz, 1811-1886.",Liebestraum :Dream of Love ,"International Music Company, New York City, .", Score and part in paper sleeve. Very good condition. Light bowmarkings. Liszt ; transcribed for cello and piano by Gaspar Cassado.,5740560,L5 2tet Lieb
731,"Liszt, Franz, 1811-1886.","Liszt Society Publications; Volume Eleven; The Complete Music for Pianoforte, Violin and Violoncello ","Hardie Press, Edinburgh, .", Score and two parts. Excellent condition. Ferenc Liszt; revised ed. By Leslie Howard,,L5 3tet Comp vol. 11
1020,"Liszt, Franz, 1811-1886.","Liszt Society Publications; Volume Eleven; The Complete Music for Pianoforte, Violin and Violoncello ","The Hardie Press, , ."," Photocopies of score and parts only. No originals.  Photocopies are only of ""Tristia"" and ""Orphee""",,L5 3tet Comp vol. 11
1005,"Liszt, Franz, 1811-1886.",Rhapsodie hongroise no. 9 : Le carnaval de Pesth ,"B. Schott's Söhne, Mainz, ."," Photocopies of score and parts (spiral bound with blue covers) are stored in file folders. No originals. Arr. for violin, violoncello, and piano; originally for piano. Gesetzt von Franz Liszt ; für Violine, Violoncell und Klavier herausgegeben und bezeichnet von Fritz Volbach.",17496438,L5 3tet RHA Carn
414,"Lloyd Webber, Julian, 1951-.",The Young cellist's repertoire. Book one ,"Faber Music Limited, London, .", Score and part. Excellent condition. No bowmarkings. Selected and edited by Julian Lloyd Webber and Simon Nicholls.,21744310,TECH L56 Youn vol. 1
253,"Locatelli, Pietro Antonio, 1695-1764.","Sonata in D major, for cello and piano ","International Music Company, New York City, .", Score only; cello part is missing. Fair condition. Inkstain on cover. [edited by] A. Piatti.,2381663,L6 2tet SON D-Maj
252,"Locatelli, Pietro Antonio, 1695-1764.","Sonata in D major, for cello and piano ","International Music Company, New York City, 1943.", Score and part. Used condition. Heavy bowmarkings in cello part. Tearing at crease in both score and part.  Cover has detached from the score and is also tearing at the crease. [edited by] A. Piatti.,2381663,L6 2tet SON D-Maj
1189,"Loeb, David.",Sonata no. 2 : for cello unaccompanied ,", , .", 7 page cello part. Aged condition. Paper is very yellowed. Appears to be a composer facsimile edition.,,L64 SOLO SON no. 2
841,"Loeffler, Charles Martin, 1861-1935.","Two rhapsodies for oboe, viola, and piano ","McGinnis & Marx, New York, 1986."," Score only; oboe and viola parts are missing. Aged condition. Cover is stained/yellowed and there are some notations throughout the score. Otherwise good. Poems by Maurice Rollinat, in French with English translations by Angelina Marx: 1st-2nd prelim. P.",7362072,L644 3tet RHA
806,"Lœillet, John, 1680-1730.","Sonate, flute, hautbois et piano (en ut mineur) / Sonate a trois pour flûte, hautbois et piano, no. 5","H. Lemoine, Paris, .", Score and two parts stored in file folder. Aged condition. Paper is yellowed and tearing at the crease. Top right corner of parts and score are cut away.,23272978,L645 3tet SON no. 5
798,"Macek, Maria.",Hrvatske Narodne Pjesme za Gudacki Kvartet ,", , .", Four parts.  Post-it note states that a flue part is missing. Aged condition. Paper is yellowed. Notations in the parts have been made in pen.,,M3 4tet Hrva
915,"MacKinnon, Robert.","Suite : for six woodwinds, 2 flutes, 2 clarinets in B♭, bassoon & bass clarinet ","University Music Press, Ann Arbor, Mich, ."," One score and four parts. Used condition. Paper is yellowing slightly. Score cover is slightly tattered. ""To George Waln and the Oberlin Wind Ensemble.""",17703568,M33 ENS SUI
83,"MacMillan, Ernest, 1893-1973.","Two sketches :for string quartet, based on French Canadian airs ","Oxford University Press, New York, 1928.", Four parts and miniscore in paper sleeve. Good condition. Red pencil marks in miniscore.,52807434,M336 4tet Two
1238,"Mahler, Gustav, 1860-1911.",Klavierquartett (1876) : 1. Satz und Skizze eines Scherzo-Satzes ,"Musikverlag Hans Sikorski, , .", Score and three parts. Very good condition. Gustav Mahler ; herausgegeben von Peter Ruzicka. Editorial remarks in German and English.,1380156,M34 4tet A-Min
1011,"Mahler, Gustav, 1860-1911.",Klavierquartett (1876) : 1. Satz und Skizze eines Scherzo-Satzes ,"Musikverlag H. Sikorski, Hamburg, .", Photocopies of score and parts are stored in file folder. No originals. Hrsg. Von Peter Ruzicka. Editorial remarks in German and English.,1380156,M34 4tet A-Min
331,"Mainardi, Enrico, 1897-1976.",Canti popolari giapponesi =Japanische Volkslieder ,"B. Schott's Söhne, Mainz, .", Score and part. Fair condition. Some tearing at the binding on score. Paper is yellowing. No bowmarkings. Frei bearbeitet für Violoncello solo und Violoncello und Piano.,13409700,M35 2tet Cant
1178,Mana-Zucca.,"Sonata for cello and piano, op. 223 ","Congress Music Publications, Miami, ."," 47 page score and part. Fair aged condition. Paper is yellowing. Written on the cover is the following: ""To the lovely and great artist Toby Sakes with love from Mana Zucca 1966.""",14952069,M36 2tet SON op. 223
711,Mana-Zucca.,"Trio for violin, cello and piano : op. 40 ","Congress Music Publications, Miami, Florida, 1950.", Score and two parts. Very good condition. No bowmarkings.,10718071,M36 3tet op. 40
416,"Marais, Marin, 1656-1728.",Five old French dances :for viola (or violin or violoncello) with pianoforte accompaniment = Cinq danses françaises anciennes : pour alto (ou violon ou violoncello) avec piano ,"Chester Music, London, ."," Score and part, plus supplementary part for violoncello ""La Musette."" Excellent condition. No bowmarkings. Arr. By Maud E. Aldis and Louis T. Rowe ; the violoncello part by May Mukle.",22010208,M37 2tet DAN
251,"Marcello, Benedetto, 1686-1739.",2 sonatas in G major and in C major for cello and piano ,"International Music Company, New York City, .", Score and part. Fair condition. Some bowmarkings. Cello part is tearing at the crease. [cello part edited by] Janos Starker.,32543816,M373 2tet SON Two I5
165,"Marcello, Benedetto, 1686-1739.","Sonate (sol majeur), arrangée pour violoncelle avec accompagnement de piano par J","Salmon. Société anonyme des éditions Ricordi,, Paris, ."," Piano score only (cello part missing). Very poor condition. Paper is brittle, yellow and crumbling away.",843610582,M373 2tet SON G-Maj
167,"Marcello, Benedetto, 1686-1739.",Zwei Sonaten : G-Dur : sol majeur : G major ; [and] C-Dur : ut mineur : C minor :für Violoncello und Piano ,"B. Schott's Söhne, Mainz, .", Score and part. Good condition. Bowmarkings in cello part. Bearbeitet von Alfred Moffat ; revidiert von W.E. Whitehouse.,8461268,M373 2tet SON Zwei S36
305,"Marckx, Leslie Hirt.",French Baroque influences on Johann Sebastian Bach's Six suites for violoncello solo :with an emphasis on French court dance and Suite V ,", , ."," Thesis (D.M.A.)--University of Washington, 1998. Spiral Bound. Good condition.",44157948,
182,"Martin, Delores Edwards.",Sounds in a park /(For Solo Cello),"Delores Edwards Martin, Kirkland, WA, ."," Self-Published edition by composer. Hand-written music photocopied and bound in folder. Good condition. This composition had inspiration from Gold Gate Park, San Francisco, California.",,M378 SOLO Soun
